2007-01-31, 07:50,-9.5,0,4.6,1.3,4.6,1.3,4.1,1.3,4,1.4,3.6,1.4,317.5,15.2,313.9,18.1,312.4,20.6,4.6,4.1
2007-01-31, 08:00,-9.4,0.1,4.1,1,4.2,1,3.4,1.2,3.2,1.3,2.8,1.1,311.4,15.2,308.9,18.1,313.5,24.5,4.2,3.4
2007-01-31, 08:10,-9.1,0.2,4.6,1.1,4.6,1.1,3.9,1.1,3.7,1.2,3.2,1.2,314.3,13.9,308.2,18.9,309.7,19.7,4.6,3.9
2007-01-31, 08:20,-8.5,0.1,4.4,1.2,4.5,1.2,4,1.2,3.8,1.3,3.5,1.2,322.5,15.9,315.6,21.5,318.4,23.5,4.5,4
2007-01-31, 08:30,-8.3,0.1,4.1,1.2,4.1,1.2,3.4,1.2,3.2,1.3,3,1.2,319.7,18.9,316.3,24.5,314.6,24.5,4.1,3.4
2007-01-31, 08:40,-8,0.2,3.8,1.2,3.9,1.2,3.2,1.1,3.1,1.2,2.9,0.9,319.5,18.1,312.9,24.5,316.9,24.5,3.9,3.2
2007-01-31, 08:50,-7.8,0.1,4,1.2,4,1.2,3.3,1.3,3.1,1.5,2.9,1.2,318.8,16.6,318.6,18.1,322.1,21.5,4,3.3
2007-01-31, 09:00,-8,0.1,3.4,1.5,3.6,1.5,3,1.4,2.9,1.5,2.6,1.2,317.3,22.5,317.1,25.6,328.3,26.7,3.6,3
2007-01-31, 09:10,-7.8,0.1,3.4,1.3,3.5,1.3,2.9,1.3,2.7,1.4,2.5,1.2,325.2,19.7,319.3,22.5,323,27.9,3.5,2.9
2007-01-31, 09:20,-8.2,0.2,4.5,1.3,4.6,1.3,3.6,1.2,3.6,1.2,3.2,1.1,326,16.6,323,21.5,326,22.5,4.6,3.6
2007-01-31, 09:30,-8.2,0.2,3.5,1.1,3.6,1,3,1.1,2.7,1.2,2.6,1,317.8,20.6,318.6,24.5,320.6,25.6,3.6,3
2007-01-31, 09:40,-7.9,0.1,2.9,1.1,3,1.1,2.5,1,2.2,1.2,2.3,0.9,321.2,26.7,318.8,23.5,324.1,26.7,3,2.5
2007-01-31, 09:50,-7.6,0.1,3.2,1.3,3.3,1.2,2.8,1.2,2.6,1.3,2.5,1.1,315.4,21.5,316.3,26.7,317.1,29.1,3.3,2.8
2007-01-31, 10:00,-7.8,0.1,4.3,1.5,4.4,1.6,3.7,1.6,3.6,1.7,3.3,1.6,309.5,22.5,311.2,25.6,314.8,27.9,4.4,3.7
2007-01-31, 10:10,-7.5,0,5,1.7,5.1,1.7,4.4,1.5,4.3,1.6,3.9,1.5,319.3,17.3,314.1,18.9,317.5,25.6,5.1,4.4
2007-01-31, 10:20,-7.6,0.1,7.1,1.7,7.2,1.7,6.1,1.6,6.1,1.7,5.4,1.7,322.7,16.6,319.7,20.6,318.6,20.6,7.2,6.1
2007-01-31, 10:30,-7.4,0.1,4.8,1.3,4.9,1.3,4.2,1.5,4.1,1.5,3.7,1.5,322.3,18.1,318.4,21.5,324.9,24.5,4.9,4.2
2007-01-31, 10:40,-7,0.4,5.2,1.4,5.2,1.5,4.5,1.4,4.4,1.5,4,1.3,303.7,19.7,296.6,24.5,294.8,26.7,5.2,4.5
2007-01-31, 10:50,-6.1,0.2,7.6,2.4,7.6,2.4,6.7,2.4,6.6,2.5,5.9,2.3,299.2,23.5,293.6,25.6,296.2,34.6,7.6,6.7
2007-01-31, 11:00,-6.7,0.1,5.8,1.7,5.8,1.7,5,1.6,5,1.7,4.6,1.6,315.6,18.9,312,22.5,314.3,25.6,5.8,5
2007-01-31, 11:10,-6.8,0.1,5.6,1.9,5.6,2,4.8,1.8,4.7,1.9,4.3,1.8,323,18.9,317.1,19.7,318.8,24.5,5.6,4.8
2007-01-31, 11:20,-6.8,0.4,5.8,1.3,5.8,1.3,5.2,1.3,5.1,1.3,4.5,1.2,307.2,13.4,300.8,18.1,300.6,20.6,5.8,5.2
2007-01-31, 11:30,-6,0.2,8.7,2,8.7,2.1,7.5,2.2,7.6,2.3,6.8,2.2,315.6,17.3,309.9,21.5,311.2,25.6,8.7,7.6
2007-01-31, 11:40,-5.9,0.2,7,1.7,7,1.8,5.8,1.7,5.8,1.8,5,1.7,317.1,18.1,311.6,20.6,313.7,26.7,7,5.8
2007-01-31, 11:50,-5.5,0.2,6.9,1.8,7,1.9,6,1.8,6.1,1.9,5.5,1.8,316,16.6,313.1,20.6,313.1,25.6,7,6.1
2007-01-31, 12:00,-4.7,0.2,5.2,1.9,5.1,1.8,4.5,1.8,4.4,1.7,4.1,1.6,301.8,25.6,296.8,33.2,300.2,36.2,5.2,4.5
2007-01-31, 12:10,-4.5,0.1,4.9,1.5,4.9,1.5,4.5,1.4,4.5,1.4,4.1,1.4,300,21.5,296.8,24.5,296.2,29.1,4.9,4.5
2007-01-31, 12:20,-5.2,0.2,4.9,1.7,4.8,1.8,4.4,1.6,4.2,1.7,4,1.5,288.1,22.5,283,26.7,286.3,39.5,4.9,4.4
2007-01-31, 12:30,-5.8,0.1,5.7,1.5,5.7,1.5,5,1.5,4.9,1.5,4.5,1.5,298.8,21.5,295.4,25.6,297.6,29.1,5.7,5
2007-01-31, 12:40,-5.5,0.4,5.5,1.6,5.4,1.5,4.6,1.5,4.4,1.5,4,1.5,303.7,27.9,293.4,30.4,292.4,33.2,5.5,4.6
2007-01-31, 12:50,-5.1,0.1,5.7,1.9,5.7,2,4.8,1.9,4.7,1.9,4.2,1.7,311.2,18.1,304.7,23.5,305.9,26.7,5.7,4.8
2007-01-31, 13:00,-5.5,0,5.7,1.6,5.7,1.7,5.1,1.7,5,1.7,4.4,1.5,289.2,21.5,284.6,23.5,285.9,26.7,5.7,5.1
2007-01-31, 13:10,-5.2,0.1,4.2,1.2,4,1.2,3.5,1.5,3.3,1.5,3.1,1.3,279,21.5,269.9,25.6,269.4,31.8,4.2,3.5
2007-01-31, 13:20,-5.3,0.1,4.6,1.2,4.2,1.3,4.2,1.2,3.9,1.3,3.7,1.3,261.8,19.7,258.5,22.5,259.4,24.5,4.6,4.2
2007-01-31, 13:30,-5.6,0.1,6.1,1.7,6,1.7,5.5,1.6,5.3,1.7,4.9,1.7,282.8,18.9,276.8,18.9,276,23.5,6.1,5.5
2007-01-31, 13:40,-5,0.2,6.4,1.7,6.4,1.7,5.7,1.7,5.5,1.8,5,1.8,293.8,15.9,290.6,21.5,287.3,24.5,6.4,5.7
2007-01-31, 13:50,-4.9,0.1,6,1.3,5.9,1.3,5.3,1.5,5,1.6,4.5,1.5,282.5,18.1,276.8,22.5,274.4,27.9,6,5.3
2007-01-31, 14:00,-4.5,0.3,6,1.7,5.8,1.7,5.4,1.9,5,2,4.6,1.9,278.8,20.6,276.6,29.1,274.4,33.2,6,5.4
2007-01-31, 14:10,-3.5,0.1,3.6,1.2,3.6,1.2,3.2,1.1,3,1.2,3,1.1,314.1,34.6,313.7,36.2,316,37.8,3.6,3.2
2007-01-31, 14:20,-4,0.1,4.1,1.2,4.1,1.2,3.7,1.2,3.5,1.3,3.3,1.3,294.4,23.5,286.5,24.5,285.1,27.9,4.1,3.7
2007-01-31, 14:30,-3.8,0.3,3.1,1.2,3.1,1.3,2.6,1.2,2.5,1.3,2.5,1.2,312.9,27.9,309.9,33.2,306.8,29.1,3.1,2.6
2007-01-31, 14:40,-3.8,0.5,5.6,2.2,5.6,2.2,4.9,2.2,4.8,2.2,4.5,2.2,289.6,31.8,288.6,33.2,288.4,31.8,5.6,4.9
2007-01-31, 14:50,-4.9,0,5.6,1.6,5.6,1.7,5,1.7,4.8,1.7,4.3,1.6,291.6,25.6,288.8,36.2,281.7,31.8,5.6,5
2007-01-31, 15:00,-4.9,0,5.7,1.9,5.7,1.9,4.8,1.7,4.8,1.7,4.1,1.6,309.3,19.7,302.9,25.6,300.4,31.8,5.7,4.8
2007-01-31, 15:10,-4.9,0.1,7.1,1.9,6.9,2,6.2,2.1,6,2.2,5.4,2.2,283.4,18.1,277.9,20.6,276,24.5,7.1,6.2
2007-01-31, 15:20,-5.4,0.1,7.3,1.5,7.3,1.6,6.4,1.7,6.3,1.7,5.6,1.8,285.1,15.2,279.4,19.7,279.2,21.5,7.3,6.4
2007-01-31, 15:30,-5.7,0,4.8,1.3,4.8,1.3,4,1.3,3.9,1.4,3.6,1.3,298.6,15.9,292.4,18.1,294,21.5,4.8,4
2007-01-31, 15:40,-5.7,0,4.5,1.3,4.4,1.3,3.7,1.1,3.6,1.2,3.2,1.1,296.4,15.2,289.8,18.1,288.8,22.5,4.5,3.7
2007-01-31, 15:50,-5.4,0.2,5.2,1.2,5.2,1.1,4.5,1.1,4.5,1.2,3.9,1.1,303.5,15.2,296.6,15.9,299,20.6,5.2,4.5
2007-01-31, 16:00,-5.2,0,7.3,2,7.3,2,6.3,2.2,6.4,2.2,5.5,2,304.9,15.9,298.6,19.7,301,21.5,7.3,6.4
2007-01-31, 16:10,-5.3,0,7.1,1.9,6.9,1.9,6.2,2.1,6,2.1,5.5,2.2,283.4,22.5,277.7,24.5,276,26.7,7.1,6.2
2007-01-31, 16:20,-5.4,0,7.1,2,7.1,2.1,6.3,2.1,6.1,2.1,5.3,1.9,281.5,12.8,275.8,18.1,276,21.5,7.1,6.3
2007-01-31, 16:30,-5.8,0,7.7,1.6,7.7,1.7,6.7,1.7,6.7,1.8,6,1.8,297.4,15.9,293.6,17.3,294,20.6,7.7,6.7
2007-01-31, 16:40,-6,0,6.5,1.6,6.4,1.6,5.5,1.7,5.5,1.7,4.8,1.7,290.8,12.8,286.7,17.3,288.1,23.5,6.5,5.5
2007-01-31, 16:50,-6.3,0,5.7,1.2,5.6,1.2,4.9,1.3,4.8,1.3,4.2,1.2,289.6,14.6,285.3,18.9,281.7,21.5,5.7,4.9
2007-01-31, 17:00,-6.4,0,6.3,1.2,6.2,1.2,5.5,1.3,5.4,1.3,4.7,1.5,286.3,11.7,283,18.1,280.9,19.7,6.3,5.5
2007-01-31, 17:10,-6.3,0,6.1,1.1,6,1.1,5.3,1,5.2,1.1,4.6,1.2,286.1,13.4,280.6,15.9,278.1,18.9,6.1,5.3
2007-01-31, 17:20,-6.4,0,5.7,1,5.6,1.1,4.9,1.1,4.9,1.1,4.3,1.2,288.6,13.4,283.6,15.2,284.8,17.3,5.7,4.9
2007-01-31, 17:30,-6.6,0.1,5,1.1,5,1.1,4.2,1.2,4.1,1.2,3.7,1.1,288.8,11.7,285.1,15.2,282.3,17.3,5,4.2
2007-01-31, 17:40,-6.8,0,5.7,1,5.7,1,4.9,1.2,4.8,1.2,4.3,1.3,290,10.8,284,13.9,283,18.1,5.7,4.9
2007-01-31, 17:50,-6.8,0.1,6.4,1.3,6.3,1.4,5.8,1.4,5.7,1.4,5,1.5,284.4,12.2,280.4,15.9,280.4,17.3,6.4,5.8
2007-01-31, 18:00,-6.8,0,7.1,1.2,7,1.2,6.2,1.3,6.1,1.3,5.2,1.3,289.2,13.4,283.4,14.6,283.6,19.7,7.1,6.2
2007-01-31, 18:10,-6.8,0,7,1.5,6.9,1.5,6.1,1.7,5.9,1.7,5.1,1.7,291.2,12.8,285,16.6,283.4,20.6,7,6.1
2007-01-31, 18:20,-7,0,6.8,1,6.8,1.1,5.9,1.2,5.9,1.2,5.2,1.3,292.8,10.8,288.4,13.9,288.1,17.3,6.8,5.9
2007-01-31, 18:30,-7.1,0,6.8,1.6,6.7,1.6,5.8,1.5,5.7,1.5,5,1.6,294.8,12.8,288.8,15.2,289.4,18.9,6.8,5.8
2007-01-31, 18:40,-7.1,0,6.7,1,6.7,1.1,5.6,1.4,5.6,1.4,4.8,1.3,294.8,13.4,289.4,16.6,292.2,21.5,6.7,5.6
2007-01-31, 18:50,-7.2,0.1,6,1.3,6,1.3,5,1.4,4.9,1.4,4.3,1.5,293,13.9,288.1,15.9,289.2,20.6,6,5
2007-01-31, 19:00,-7.4,0,6.8,1.4,6.8,1.4,5.9,1.3,5.8,1.4,5.1,1.5,290.2,12.8,284.6,16.6,283.8,17.3,6.8,5.9
2007-01-31, 19:10,-7.4,0,6.9,1.3,6.8,1.3,6.1,1.5,5.9,1.5,5.2,1.5,290.2,11.2,285.3,13.9,286.1,19.7,6.9,6.1
2007-01-31, 19:20,-7.3,0,7.1,1.3,7,1.4,6.1,1.5,6.1,1.5,5.3,1.6,296.6,11.2,292.8,15.2,291.2,18.9,7.1,6.1
2007-01-31, 19:30,-7.4,0,7.3,1.4,7.2,1.5,6.3,1.6,6.3,1.7,5.5,1.6,298.2,11.7,293.2,15.9,293.2,18.9,7.3,6.3
2007-01-31, 19:40,-7.5,0,6.3,0.9,6.2,1,5.2,1.1,5.2,1.1,4.5,1.2,298.4,11.2,291,15.2,287.9,16.6,6.3,5.2
2007-01-31, 19:50,-7.6,0,6.9,1.3,6.8,1.3,5.8,1.5,5.6,1.5,4.8,1.5,296.8,11.7,292.4,16.6,290.8,18.1,6.9,5.8
2007-01-31, 20:00,-7.6,0,6.6,1,6.5,1,5.6,1,5.6,1,4.7,1.2,295,10.3,290.6,14.6,291.2,18.9,6.6,5.6
2007-01-31, 20:10,-7.6,0,7.6,1.4,7.5,1.5,6.5,1.6,6.4,1.7,5.5,1.7,293.4,11.2,289.4,14.6,287.9,18.1,7.6,6.5
2007-01-31, 20:20,-7.6,0,7.5,1.5,7.3,1.6,6.2,1.6,6.1,1.7,5.2,1.7,292,13.9,286.3,18.1,287.9,21.5,7.5,6.2
2007-01-31, 20:30,-7.6,0,7,1.2,7,1.2,5.9,1.5,5.8,1.5,4.9,1.5,296.2,11.2,290.2,16.6,289.2,22.5,7,5.9
2007-01-31, 20:40,-7.7,0,7.5,1.8,7.4,1.8,6.3,1.8,6.2,2,5.2,1.7,301.4,12.8,296,17.3,296.2,22.5,7.5,6.3
2007-01-31, 20:50,-7.6,0,7.4,1.7,7.4,1.7,6.4,1.7,6.3,1.7,5.4,1.8,299,14.6,293.2,18.1,294,23.5,7.4,6.4
2007-01-31, 21:00,-7.5,0,7.3,1.5,7.3,1.5,6,1.6,6,1.7,5.1,1.7,302.9,13.9,298.2,18.9,296.6,24.5,7.3,6
2007-01-31, 21:10,-7.6,0,6.3,1.5,6.2,1.6,5.2,1.6,5.1,1.7,4.4,1.6,301.6,15.2,298.4,20.6,297,24.5,6.3,5.2
2007-01-31, 21:20,-7.5,0.1,6.4,1.5,6.3,1.6,5.4,1.6,5.4,1.7,4.8,1.5,300.8,13.9,295.6,18.1,297.6,21.5,6.4,5.4
2007-01-31, 21:30,-7.5,0.1,4.1,1.5,4.1,1.5,3.4,1.2,3.2,1.4,2.8,1.2,294.4,20.6,283.2,27.9,286.3,51.2,4.1,3.4
2007-01-31, 21:40,-7.5,0,2.8,1.2,2.6,1.2,2.4,1.1,2.1,1.2,2.1,1.1,269.2,25.6,262.7,29.1,250.1,33.2,2.8,2.4
2007-01-31, 21:50,-7.6,0,3.4,1,3.4,1,3,1,2.8,1,2.6,1,286.1,14.6,278.3,17.3,272.1,22.5,3.4,3
2007-01-31, 22:00,-7.6,0,3.3,0.9,3.3,1,2.8,0.8,2.6,1,2.5,0.9,283.8,20.6,277.2,22.5,270.3,22.5,3.3,2.8
2007-01-31, 22:10,-7.6,0.1,2,0.6,2,0.6,1.8,0.6,1.5,0.7,1.6,0.6,251.1,22.5,244,26.7,241.4,29.1,2,1.8
2007-01-31, 22:20,-8.1,0.2,2.8,0.4,2.6,0.5,2.5,0.4,2.2,0.5,2.1,0.5,239.9,12.2,229.9,13.4,227.8,15.9,2.8,2.5
2007-01-31, 22:30,-8.4,0,3,0.4,2.5,0.6,2.7,0.5,2.3,0.5,2,0.5,259,8.7,249.9,9.9,244.2,12.2,3,2.7
2007-01-31, 22:40,-8.5,0,3.2,0.4,3.1,0.5,2.8,0.4,2.7,0.4,2.4,0.5,270.1,7.9,261.7,9.4,257.3,11.2,3.2,2.8
2007-01-31, 22:50,-8.7,0.2,4,0.7,4,0.8,3.4,0.7,3.2,0.8,2.8,0.7,291.4,11.7,284.2,12.8,283.2,18.1,4,3.4
2007-01-31, 23:00,-9,0,3.7,0.6,3.6,0.6,2.9,0.6,2.7,0.8,2.4,0.6,294.2,10.8,285.1,13.4,285.1,16.6,3.7,2.9
2007-01-31, 23:10,-8.9,0.1,3.3,0.6,3.4,0.6,2.9,0.7,2.8,0.7,2.5,0.8,287.1,7.9,282.5,11.7,281.5,13.9,3.4,2.9
2007-01-31, 23:20,-9,0,3.6,0.6,3.6,0.6,3,0.7,2.9,0.8,2.4,0.7,291.8,10.8,285.3,15.9,281.7,16.6,3.6,3
2007-01-31, 23:30,-8.9,0,3.3,0.6,3.3,0.6,2.9,0.6,2.8,0.7,2.5,0.6,282.8,7.9,278.7,9.9,277.3,12.8,3.3,2.9
2007-01-31, 23:40,-8.6,0,2.9,0.4,2.5,0.5,2.6,0.4,2.3,0.5,2.1,0.5,258.5,9.9,251.6,9.9,249.4,11.7,2.9,2.6
2007-01-31, 23:50,-8.6,0,3.3,0.4,-988,-988,2.9,0.4,2.5,0.5,2.1,0.4,251.6,3.8,245.7,5.1,243.4,9,3.3,2.9
2007-02-01, 00:00,-8.7,0,3.9,0.4,3.2,0.6,3.4,0.4,2.9,0.4,2.7,0.4,246.2,5.4,240.9,7.3,239.8,9.9,3.9,3.4
2007-02-01, 00:10,-8.8,0,4.1,0.3,3.5,0.7,3.7,0.4,3.2,0.4,2.9,0.5,245,3.8,240.1,5.1,238.6,9.9,4.1,3.7
2007-02-01, 00:20,-8.8,0,4.4,0.3,4.4,0.5,3.9,0.4,3.4,0.5,3,0.5,242.1,3.5,238.8,5.9,238.3,8.7,4.4,3.9
2007-02-01, 00:30,-8.8,0,4.7,0.3,3.6,0.8,4.1,0.5,3.6,0.6,3.2,0.5,248.7,5.4,244.9,8.3,244.9,10.3,4.7,4.1
2007-02-01, 00:40,-8.9,0,4.5,0.5,-988,-988,3.9,0.6,3.3,0.6,3,0.5,250.1,5.4,246,9.4,245.4,13.4,4.5,3.9
2007-02-01, 00:50,-9,0,4.6,0.5,-988,-988,4,0.6,3.5,0.6,3.1,0.6,252.6,6.7,249.2,11.2,251.9,13.9,4.6,4
2007-02-01, 01:00,-9.2,0,4.7,0.6,3.9,0.7,3.9,0.8,3.6,0.8,3.1,0.8,259.9,7.6,257.3,11.7,258.7,15.9,4.7,3.9
2007-02-01, 01:10,-9.3,0,4.5,0.6,3.6,0.7,3.7,0.7,3.1,0.8,2.9,0.7,250.9,9,247,12.8,247.4,17.3,4.5,3.7
2007-02-01, 01:20,-9.3,0,4.3,0.7,3.5,0.6,3.6,0.7,3.1,0.8,2.7,0.7,255.2,9.9,252.6,13.4,252.3,16.6,4.3,3.6
2007-02-01, 01:30,-9.4,0,4.5,0.6,4,0.8,3.8,0.7,3.3,0.8,2.9,0.7,245.5,9,243.5,13.9,242.4,15.9,4.5,3.8
2007-02-01, 01:40,-9.4,0,5.1,0.7,4.6,0.9,4.3,0.8,3.8,0.8,3.4,0.9,243.5,10.3,239.8,13.9,239,17.3,5.1,4.3
2007-02-01, 01:50,-9.4,0,5.1,0.7,4.9,0.9,4.6,0.8,4.1,0.8,3.7,0.7,242.7,10.3,239,12.2,238.2,15.9,5.1,4.6
2007-02-01, 02:00,-9.3,0,5.9,0.9,5.3,1.1,5.3,1,4.6,1,4.2,1,244.2,9,241.4,11.7,241.6,13.9,5.9,5.3
2007-02-01, 02:10,-9.3,0,6.2,0.9,5.4,1,5.4,1,4.8,1,4.3,1,248,10.3,245.4,12.8,245.9,14.6,6.2,5.4
2007-02-01, 02:20,-9.2,0,6.3,0.9,5.5,1.1,5.5,1.2,4.9,1.1,4.4,1.1,248.2,9.9,244.9,11.7,244.7,15.9,6.3,5.5
2007-02-01, 02:30,-9.2,0,6.2,0.9,5.1,1,5.5,1.1,4.9,1,4.4,1,251.6,9,247.4,13.4,246.5,14.6,6.2,5.5
2007-02-01, 02:40,-9.2,0,6,0.8,4.8,0.9,5.3,1,4.7,1,4.2,1,253.8,9.9,251.2,12.2,251.9,14.6,6,5.3
2007-02-01, 02:50,-9.2,0,4.9,0.9,4.1,0.8,4.4,1.1,3.9,1.2,3.5,1.1,256.4,12.2,253.1,15.2,252.4,18.1,4.9,4.4
2007-02-01, 03:00,-9.2,0,4.7,0.7,3.9,0.7,4,0.8,3.6,0.9,3.3,0.8,258.8,10.3,255,13.4,253.3,15.9,4.7,4
2007-02-01, 03:10,-9,0,4.4,0.8,3.9,0.9,3.8,0.9,3.4,1,3,0.9,258,13.4,255.7,18.1,255,19.7,4.4,3.8
2007-02-01, 03:20,-9,0,4.3,0.8,3.5,0.8,3.7,0.8,3.2,0.9,2.8,0.8,255.7,10.3,252.6,12.8,253.8,16.6,4.3,3.7
2007-02-01, 03:30,-9,0,3.7,0.7,3.2,0.8,3.3,0.7,2.8,0.7,2.6,0.7,254.2,12.8,248.4,14.6,245,15.2,3.7,3.3
2007-02-01, 03:40,-8.8,0,4.4,0.8,3.8,0.8,3.8,0.8,3.3,0.8,3,0.8,256.2,13.4,254.2,14.6,250.7,18.1,4.4,3.8
2007-02-01, 03:50,-8.7,0,3.3,0.7,2.8,0.7,3,0.6,2.5,0.6,2.5,0.6,252.4,12.2,248,13.4,245.2,15.9,3.3,3
2007-02-01, 04:00,-8.7,0,4.4,0.9,3.8,0.9,3.9,0.8,3.4,0.9,3.1,0.8,250.4,12.8,246.7,15.9,245,15.9,4.4,3.9
2007-02-01, 04:10,-8.5,0,4.4,0.8,3.6,0.8,3.9,0.8,3.5,0.8,3.1,0.8,255.9,10.3,252.3,13.4,252.9,15.2,4.4,3.9
2007-02-01, 04:20,-8.5,0,3.3,0.6,2.6,0.6,2.9,0.7,2.5,0.8,2.3,0.7,253.6,8.7,251.1,12.8,250.9,15.2,3.3,2.9
2007-02-01, 04:30,-8.5,0,2.6,0.4,2.2,0.5,2.3,0.4,1.8,0.5,1.8,0.5,249,9.4,244.9,11.2,242.9,12.2,2.6,2.3
2007-02-01, 04:40,-8.7,0,2.7,0.4,2.6,0.5,2.4,0.4,1.9,0.5,2,0.4,240.3,6.1,235.4,6.7,234.6,9,2.7,2.4
2007-02-01, 04:50,-8.8,0,2.3,0.3,2.3,0.3,2.2,0.3,1.8,0.4,1.9,0.4,237,5.9,231.6,4.9,231.6,7.6,2.3,2.2
2007-02-01, 05:00,-8.8,0,3,0.2,2.9,0.5,2.7,0.3,2.3,0.4,2.3,0.4,238.6,4.7,233.2,5.4,232.7,7.3,3,2.7
2007-02-01, 05:10,-8.9,0,2.6,0.3,2.8,0.3,2.5,0.3,2.3,0.3,2.2,0.4,228.1,4.1,219.4,6.4,216.3,8.3,2.8,2.5
2007-02-01, 05:20,-8.9,0,2.7,0.3,2.8,0.3,2.6,0.4,2.3,0.4,2.3,0.5,222,5.6,215.6,7.6,213.3,9.4,2.8,2.6
2007-02-01, 05:30,-8.8,0,2.8,0.2,2.9,0.2,2.7,0.3,2.5,0.3,2.4,0.4,227.4,3.1,219.3,4.3,218.7,8.7,2.9,2.7
2007-02-01, 05:40,-8.9,0,3,0.4,3,0.4,2.7,0.5,2.5,0.5,2.4,0.5,220.6,4.7,213.6,7.9,211.4,9.9,3,2.7
2007-02-01, 05:50,-8.9,0,3.2,0.2,3.3,0.3,3,0.3,2.8,0.4,2.7,0.5,230.2,7.9,225,8.3,223.2,10.3,3.3,3
2007-02-01, 06:00,-8.9,0,3,0.3,3.1,0.4,2.8,0.3,2.4,0.4,2.3,0.4,235.8,4.7,233.7,6.4,233.8,8.3,3.1,2.8
2007-02-01, 06:10,-8.8,0,2.5,0.5,2.6,0.5,2.2,0.5,1.8,0.6,1.9,0.6,230.7,7.9,225.9,10.8,225.1,12.8,2.6,2.2
2007-02-01, 06:20,-8.7,0,2.3,0.4,2.4,0.4,2.1,0.5,1.7,0.6,1.9,0.5,228.2,7.6,222.3,8.3,220,12.8,2.4,2.1
2007-02-01, 06:30,-8.8,0,2.2,0.4,2.3,0.4,2,0.4,1.6,0.5,1.7,0.4,222.3,8.3,216.6,8.7,213.9,9.9,2.3,2
2007-02-01, 06:40,-8.8,0,2.1,0.4,2.2,0.4,1.9,0.3,1.5,0.4,1.6,0.4,212.4,7,202.3,9.4,201.5,9,2.2,1.9
2007-02-01, 06:50,-8.9,0,2.2,0.3,2.3,0.3,1.9,0.3,1.6,0.4,1.7,0.4,198.5,6.1,192.6,8.7,188.7,11.2,2.3,1.9
2007-02-01, 07:00,-9,0,2.2,0.4,2.3,0.4,1.9,0.4,1.5,0.5,1.6,0.5,195.3,12.2,188.6,12.8,184.1,12.8,2.3,1.9
2007-02-01, 07:10,-8.9,0,2.1,0.4,2.2,0.4,1.8,0.4,1.5,0.5,1.7,0.4,195.6,9,187.2,6.4,182.7,9,2.2,1.8
2007-02-01, 07:20,-8.9,0,2.1,0.4,2.2,0.4,1.9,0.4,1.5,0.5,1.7,0.4,201.2,10.8,195.1,9.4,188.8,9.4,2.2,1.9
2007-02-01, 07:30,-8.9,0,1.9,0.5,2.1,0.5,1.7,0.5,1.3,0.6,1.5,0.4,203.1,10.8,199.1,10.8,196.4,10.8,2.1,1.7
2007-02-01, 07:40,-8.8,0,2.7,0.4,2.8,0.3,2.3,0.4,2.1,0.5,2.1,0.5,201.2,8.7,196.5,8.3,192.2,10.3,2.8,2.3
2007-02-01, 07:50,-8.6,0,2.7,0.4,2.8,0.4,2.6,0.5,2.3,0.6,2.3,0.6,196.4,10.3,189.7,12.8,185.3,13.9,2.8,2.6
2007-02-01, 08:00,-8.4,0,2,0.6,2.2,0.5,1.9,0.5,1.5,0.6,1.8,0.5,199.1,11.2,193.3,10.8,186.7,13.4,2.2,1.9
2007-02-01, 08:10,-8.4,0,2.1,0.3,2.2,0.3,1.9,0.4,1.6,0.5,1.6,0.5,187.7,10.3,181.1,14.6,179.8,10.8,2.2,1.9
2007-02-01, 08:20,-8.2,0,2.2,0.4,2.4,0.4,2.1,0.4,1.9,0.4,2.1,0.4,195.3,8.7,189.8,9.9,186,11.7,2.4,2.1
2007-02-01, 08:30,-8.2,0,2.1,0.4,2.2,0.4,2,0.4,1.7,0.4,1.9,0.4,194.3,8.7,188.3,10.8,189.2,11.7,2.2,2
2007-02-01, 08:40,-8,0,1.8,0.7,1.9,0.7,1.8,0.7,1.4,0.7,1.7,0.6,205.2,15.9,204.2,10.8,203.1,19.7,1.9,1.8
2007-02-01, 08:50,-7.6,0,1.4,0.6,1.6,0.6,1.5,0.5,1.1,0.6,1.5,0.6,195.1,17.3,187.8,16.6,179,15.2,1.6,1.5
2007-02-01, 09:00,-7.4,0,2.2,0.5,2.3,0.5,2.2,0.5,1.9,0.5,2.1,0.5,192.6,11.2,185.6,9.4,184.3,10.8,2.3,2.2
2007-02-01, 09:10,-7.3,0,2.1,0.4,2.3,0.4,2,0.4,1.6,0.5,1.8,0.4,199.7,13.9,192,12.2,190,13.9,2.3,2
2007-02-01, 09:20,-7,0.1,2,0.4,2.2,0.4,1.9,0.5,1.5,0.6,1.7,0.6,205.9,10.8,201.8,11.2,198,9.9,2.2,1.9
2007-02-01, 09:30,-6.4,0,2.2,0.4,2.3,0.4,2.1,0.4,1.8,0.5,2.2,0.4,197.3,15.2,188.7,13.4,183.3,13.4,2.3,2.1
2007-02-01, 09:40,-5.9,0.1,1.7,0.7,1.9,0.6,1.6,0.7,1.3,0.8,1.6,0.7,181.7,24.5,176,25.6,168.6,24.5,1.9,1.6
2007-02-01, 09:50,-5.2,0,1.5,0.7,1.6,0.7,1.5,0.6,1.1,0.7,1.5,0.5,190.2,34.6,179.2,33.2,174.3,30.4,1.6,1.5
2007-02-01, 10:00,-5.1,0,3.3,1.4,3.3,1.4,3,1.4,2.7,1.5,2.7,1.4,215.7,23.5,213,22.5,210.3,24.5,3.3,3
